nodes	xpaths
US Military Reservation Elk Grove	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[6]/ul/li[2]/a
Airports	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/h3
Chicago Midway International	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/ul/li[1]
Chicago O'Hare International	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/ul/li[2]
Top 10  Apartments in Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/h3
The Residences at NewCity	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[1]/a
Elevate	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[2]/a
The Pavilion	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[3]/a
Regents Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[4]/a
The Synagogue	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[5]/a
Residences at 8 East Huron	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[6]/a
Solstice on the Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[7]/a
Milieu	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[8]/a
The Madison at Racine	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[9]/a
The Parker Fulton Market	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[10]/a
The Residences at NewCity	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[2]/figure[1]/a[2]/figcaption
Elevate	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[2]/figure[2]/a[2]/figcaption
Living in Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/h3
Transportation	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[1]/li[1]/h4
History	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[1]/li[2]/h4
Shopping	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[2]/li[1]/h4
Parks	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[2]/li[2]/h4
Restaurants	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[2]/li[3]/h4
Nearby	/html/body/div[1]/main/section/section[2]/section/section/section/section[11]/h3
Searching for student living options?	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[1]/h4
All Universities	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[1]/a/span
Pricing Type	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/a/span/span[1]
Pricing Per-Person	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[1]/label/span[1]
(374)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[1]/label/span[2]
Pricing Per-Room	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[2]/label/span[1]
(0)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[2]/label/span[2]
Pricing Per-Unit	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[3]/label/span[1]
(19481)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[3]/label/span[2]
Amenities	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/a/span/span[1]
Individual Locking Bedrooms	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[1]/label/span[1]
(1002)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[1]/label/span[2]
Private Bathroom	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[2]/label/span[1]
(1100)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[2]/label/span[2]
Roommate Matching	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[3]/label/span[1]
(269)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[3]/label/span[2]
Shuttle to Campus	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[4]/label/span[1]
(96)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[4]/label/span[2]
Study Lounge	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[5]/label/span[1]
(900)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[5]/label/span[2]
Walk to Campus	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[6]/label/span[1]
(591)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[6]/label/span[2]
Clear	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[4]/a/span
Draw	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[1]/button/span/span
Nearby	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/a/span[1]/span
Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[1]/span
Neighborhoods	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[2]/span/span
Transit	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[3]/span/span
Restaurants	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[4]/span/span
Campuses	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[5]/span/span
Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[3]/button/span/span
Nearby	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/a/span[1]/span
Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[1]/span
Neighborhoods	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[2]/span/span
Transit	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[3]/span/span
Restaurants	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[4]/span/span
Campuses	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[5]/span/span
New	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/button[1]/span/span[1]
Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/button[2]/span[2]
Favorites	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[5]/div/div/button[1]/span[1]
Alerts	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[5]/div/div/button[2]/span[1]
23,926 Apartments Available	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[3]/div[1]/h3
Options	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[3]/div[2]/button/span
New! Apply to multiple properties within minutes.	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[4]/p[1]
Find out how	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[4]/p[2]/a
Erase	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[7]/div[1]/button/span
Remove Outline	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[7]/div[2]/button
The Residences at NewCity	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/header/div[1]/a/div[1]/span
1457 N Halsted St, Chicago, IL 60642	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
42	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$2,246 - 4,199	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 2 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[1]/a/p[2]
Specials	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[1]/a/p[3]/span
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[4]
(844) 295-8794	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[2]/div/button
Elevate	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/header/div[1]/a/div[1]/span
930 W Altgeld St, Chicago, IL 60614	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
44	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$2,150 - 14,380	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 3 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[1]/a/p[2]
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[3]
Parking	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[4]
(847) 440-3110	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[2]/div/button
The Pavilion	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/header/div[1]/a/div[1]/span
5441 NE NEast River Rd, Chicago, IL 60656	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
36	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[4]/button/span
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li/a
$1,195 - 3,190	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 4 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[1]/a/p[2]
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[2]
Parking	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[3]
Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[4]
(866) 794-5357	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[2]/div/button
Regents Park	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/header/div[1]/a/div[1]/span
5035 S East End Ave, Chicago, IL 60615	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
57	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$1,575 - 4,789	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 4 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[1]/a/p[2]
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[4]
(224) 203-2815	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[2]/div/button
The Synagogue	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/header/div[1]/a/div[1]/span
5029 N Kenmore Ave, Chicago, IL 60640	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
25	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$1,870	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[1]/a/p[1]
1 Bed	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[1]/a/p[2]
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[4]
(844) 288-1201	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[2]/div/button
Residences at 8 East Huron	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/header/div[1]/a/div[1]/span
8 E Huron St, Chicago, IL 60611	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
57	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$2,575 - 6,895	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[1]/a/p[1]
1-3 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[1]/a/p[2]
Specials	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[1]/a/p[3]/span
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/a/p/span[4]
Parking	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/a/p/span[5]
(773) 906-5670	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[2]/div/button
Solstice on the Park	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/header/div[1]/a/div[1]/span
1616 E 56th St, Chicago, IL 60637	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
38	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$2,650 - 7,589	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/div[1]/a/p[1]
1-3 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/div[1]/a/p[2]
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/a/p/span[4]
(773) 917-0650	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/div[2]/div/button
Milieu	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/header/div[1]/a/div[1]/span
205 S Peoria, Chicago, IL 60607	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
97	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$2,120 - 4,818	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 2 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[1]/a/p[2]
Specials	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[1]/a/p[3]/span
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/a/p/span[3]
Parking	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/a/p/span[4]
(312) 598-1505	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[2]/div/button
The Madison at Racine	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/header/div[1]/a/div[1]/span
1164-1212 W Madison St, Chicago, IL 60607	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
33	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$2,846 - 5,610	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 2 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/div[1]/a/p[2]
Specials	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/div[1]/a/p[3]/span
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/a/p/span[4]
(844) 737-7559	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[2]/div/div[2]/div/button
The Parker Fulton Market	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[10]/article/header/div[1]/a/div[1]/span
730 W Couch Pl, Chicago, IL 60661	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[10]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[10]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
46	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[10]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
