	nodes	xpaths
499	Kostner Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[1]/a
500	Pulaski Station (Pink Line)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[2]/a
501	Cicero Station (Pink Line)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[3]/a
502	Central Park Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[4]/a
503	54th/Cermak Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[5]/a
504	Commuter Rail	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/h3
505	Cicero Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[1]/a
506	Lavergne Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[2]/a
507	Berwyn Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[3]/a
508	Harlem Avenue Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[4]/a
509	Western Avenue Station (BNSF)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[5]/a
510	Colleges	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/h3
511	Rush University	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[1]/a
512	City Colleges of Chicago-Malcolm X College	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[2]/a
513	University of Illinois at Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[3]/a
514	Shopping Centers	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[4]/h3
515	Cicero Marketplace	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[4]/ul/li[1]/a
516	Ogden and Pulaski Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[4]/ul/li[2]/a
517	Pulaski Promenade	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[4]/ul/li[3]/a
518	Parks and Recreation	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/h3
519	Douglas Park and Community Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[1]
520	McKinley Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[2]
521	Garfield Park and Golden Dome Field House	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[3]
522	Columbus Park and Field House	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[4]
523	Gage Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[5]
524	Military Bases	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[6]/h3
525	U.S. Military Reservation	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[6]/ul/li[1]/a
526	US Military Reservation Elk Grove	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[6]/ul/li[2]/a
527	Airports	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/h3
528	Chicago Midway International	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/ul/li[1]
529	Chicago O'Hare International	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/ul/li[2]
530	Top 10  Apartments in Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/h3
531	Elevate	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[1]/a
532	The Residences at NewCity	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[2]/a
533	Regents Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[3]/a
534	The Pavilion	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[4]/a
535	Solstice on the Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[5]/a
536	5036 N Sheridan Rd	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[6]/a
537	369 Grand by Onni	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[7]/a
538	Gild	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[8]/a
539	The Parker Fulton Market	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[9]/a
540	Union West	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[1]/ol/li[10]/a
541	Elevate	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[2]/figure[1]/a[2]/figcaption
542	The Residences at NewCity	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div[2]/figure[2]/a[2]/figcaption
543	Living in Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/h3
544	Transportation	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[1]/li[1]/h4
545	History	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[1]/li[2]/h4
546	Shopping	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[2]/li[1]/h4
547	Parks	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[2]/li[2]/h4
548	Restaurants	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/ul[2]/li[3]/h4
549	Nearby	/html/body/div[1]/main/section/section[2]/section/section/section/section[11]/h3
550	Searching for student living options?	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[1]/h4
551	All Universities	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[1]/a/span
552	Pricing Type	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/a/span/span[1]
553	Pricing Per-Person	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[1]/label/span[1]
554	(434)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[1]/label/span[2]
555	Pricing Per-Room	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[2]/label/span[1]
556	(0)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[2]/label/span[2]
557	Pricing Per-Unit	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[3]/label/span[1]
558	(20644)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[3]/label/span[2]
559	Amenities	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/a/span/span[1]
560	Individual Locking Bedrooms	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[1]/label/span[1]
561	(629)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[1]/label/span[2]
562	Private Bathroom	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[2]/label/span[1]
563	(729)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[2]/label/span[2]
564	Roommate Matching	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[3]/label/span[1]
565	(270)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[3]/label/span[2]
566	Shuttle to Campus	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[4]/label/span[1]
567	(81)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[4]/label/span[2]
568	Study Lounge	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[5]/label/span[1]
569	(670)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[5]/label/span[2]
570	Walk to Campus	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[6]/label/span[1]
571	(626)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[6]/label/span[2]
572	Clear	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[4]/a/span
573	Draw	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[1]/button/span/span
574	Nearby	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/a/span[1]/span
575	Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[1]/span
576	Neighborhoods	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[2]/span/span
577	Transit	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[3]/span/span
578	Restaurants	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[4]/span/span
579	Campuses	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/div/div/button[5]/span/span
580	Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[3]/button/span/span
581	Nearby	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/a/span[1]/span
582	Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[1]/span
583	Neighborhoods	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[2]/span/span
584	Transit	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[3]/span/span
585	Restaurants	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[4]/span/span
586	Campuses	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[5]/span/span
587	New	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/button[1]/span/span[1]
588	Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/button[2]/span[2]
589	Favorites	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[5]/div/div/button[1]/span[1]
590	Alerts	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[5]/div/div/button[2]/span[1]
591	24,853 Apartments Available	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[3]/div[1]/h3
592	Options	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[3]/div[2]/button/span
593	New! Apply to multiple properties within minutes.	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[4]/p[1]
594	Find out how	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[4]/p[2]/a
595	Erase	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[7]/div[1]/button/span
596	Remove Outline	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[7]/div[2]/button
597	Chicago, IL Apartments for Rent	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/h1
598	Elevate	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/header/div[1]/a/div[1]/span
599	930 W Altgeld St, Chicago, IL 60614	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/header/div[1]/a/div[2]
600	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
601	44	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
602	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
603	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
604	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
605	$2,245 - 14,435	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[1]/a/p[1]
606	Studio - 3 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[1]/a/p[2]
607	Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[1]
608	Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[2]
609	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[3]
610	Parking	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[4]
611	(847) 440-3110	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[2]/a/span
612	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[2]/div/button
613	The Residences at NewCity	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/header/div[1]/a/div[1]/span
614	1457 N Halsted St, Chicago, IL 60642	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/header/div[1]/a/div[2]
615	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
616	42	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
617	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
618	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
619	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
620	$2,126 - 4,249	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[1]/a/p[1]
621	Studio - 2 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[1]/a/p[2]
622	Specials	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[1]/a/p[3]/span
623	Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[1]
624	Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[2]
625	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[3]
626	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[4]
627	(844) 295-8794	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[2]/a/span
628	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[2]/div/button
629	Regents Park	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/header/div[1]/a/div[1]/span
630	5035 S East End Ave, Chicago, IL 60615	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/header/div[1]/a/div[2]
631	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
632	57	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
633	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
634	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
635	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
636	$1,575 - 4,748	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[1]/a/p[1]
637	Studio - 4 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[1]/a/p[2]
638	Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[1]
639	Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[2]
640	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[3]
641	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[4]
642	(224) 203-2815	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[2]/a/span
643	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[2]/div/button
644	The Pavilion	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/header/div[1]/a/div[1]/span
645	5441 NE NEast River Rd, Chicago, IL 60656	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/header/div[1]/a/div[2]
646	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
647	36	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
648	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[4]/button/span
649	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li/a
650	$1,090 - 2,190	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[1]/a/p[1]
651	Studio - 4 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[1]/a/p[2]
652	Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[1]
653	Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[2]
654	Parking	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[3]
655	Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[4]
656	(866) 794-5357	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[2]/a/span
657	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[2]/div/button
658	Solstice on the Park	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/header/div[1]/a/div[1]/span
659	1616 E 56th St, Chicago, IL 60637	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/header/div[1]/a/div[2]
660	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
661	38	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
662	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
663	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
664	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
665	$2,550 - 7,589	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[1]/a/p[1]
666	1-3 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[1]/a/p[2]
667	Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[1]
668	Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[2]
669	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[3]
670	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[4]
671	(773) 917-0650	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[2]/a/span
672	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[2]/div/button
673	5036 N Sheridan Rd	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/header/div[1]/a/div[1]/span
674	Chicago, IL 60640	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/header/div[1]/a/div[2]
675	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
676	3	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
677	$780 - 1,110	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[1]/a/p[1]
678	Studio - 1 Bed	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[1]/a/p[2]
679	Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/a/p/span[1]
680	Parking	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/a/p/span[2]
681	(872) 285-5421	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[2]/a/span
682	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[2]/div/div[2]/div/button
683	369 Grand by Onni	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/header/div[1]/a/div[1]/span
684	369 W Grand Ave, Chicago, IL 60654	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/header/div[1]/a/div[2]
685	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
686	75	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
687	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
688	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
689	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
690	$2,095 - 61,768	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/div[1]/a/p[1]
691	Studio - 4 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/div[1]/a/p[2]
692	Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/a/p/span[1]
693	Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/a/p/span[2]
694	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/a/p/span[3]
695	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/a/p/span[4]
696	(224) 215-0020	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/div[2]/a/span
697	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[7]/article/section/div/div[2]/div/div[2]/div/button
698	Gild	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/header/div[1]/a/div[1]/span
699	1206-1212 N State Pky, Chicago, IL 60610	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/header/div[1]/a/div[2]
700	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
701	24	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
702	$2,260 - 6,322	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[1]/a/p[1]
703	Studio - 2 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[1]/a/p[2]
704	1 Month Free	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[1]/a/p[3]/span
705	Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/a/p/span[1]
706	Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/a/p/span[2]
707	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/a/p/span[3]
708	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/a/p/span[4]
709	(224) 326-0829	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[2]/a/span
710	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[8]/article/section/div/div[2]/div/div[2]/div/button
711	The Parker Fulton Market	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/header/div[1]/a/div[1]/span
712	730 W Couch Pl, Chicago, IL 60661	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/header/div[1]/a/div[2]
713	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[9]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
