	nodes	xpaths
500	193 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[2]/p[2]
501	Westinghouse High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/p[1]/a
502	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/p[2]
503	9	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/span[1]
504	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/span[2]
505	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/span[3]
506	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[2]/p[1]
507	1,203 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[2]/p[2]
508	Points of Interest	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/h3
509	Transit / Subway	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/h3
510	Kostner Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[1]/a
511	Pulaski Station (Pink Line)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[2]/a
512	Cicero Station (Pink Line)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[3]/a
513	Central Park Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[4]/a
514	54th/Cermak Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[5]/a
515	Commuter Rail	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/h3
516	Cicero Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[1]/a
517	Lavergne Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[2]/a
518	Berwyn Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[3]/a
519	Harlem Avenue Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[4]/a
520	Western Avenue Station (BNSF)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[5]/a
521	Colleges	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/h3
522	Rush University	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[1]/a
523	City Colleges of Chicago-Malcolm X College	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[2]/a
524	University of Illinois at Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[3]/a
525	Shopping Centers	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[4]/h3
526	Cicero Marketplace	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[4]/ul/li[1]/a
527	Ogden and Pulaski Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[4]/ul/li[2]/a
528	Pulaski Promenade	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[4]/ul/li[3]/a
529	Parks and Recreation	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/h3
530	Douglas Park and Community Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[1]
531	McKinley Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[2]
532	Garfield Park and Golden Dome Field House	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[3]
533	Columbus Park and Field House	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[4]
534	Gage Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[5]/ul/li[5]
535	Military Bases	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[6]/h3
536	U.S. Military Reservation	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[6]/ul/li[1]/a
537	US Military Reservation Elk Grove	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[6]/ul/li[2]/a
538	Airports	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/h3
539	Chicago Midway International	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/ul/li[1]
540	Chicago O'Hare International	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[7]/ul/li[2]
541	Top 10  Apartments in Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/h3
542	Elevate	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[1]/a
543	Studio - 3 Beds, $2,385 - 14,315	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[1]/p
544	The Residences at NewCity	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[2]/a
545	Studio - 2 Beds, $2,484 - 5,208	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[2]/p
546	Regents Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[3]/a
547	Studio - 4 Beds, $1,700 - 6,260	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[3]/p
548	The Pavilion	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[4]/a
549	Studio - 4 Beds, $1,075 - 3,020	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[4]/p
550	Aurelien	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[5]/a
551	Studio - 3 Beds, $2,097 - 24,218	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[5]/p
552	Triangle Square	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[6]/a
553	Studio - 3 Beds, $1,770 - 6,194	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[6]/p
554	Solstice on the Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[7]/a
555	1-3 Beds, $2,600 - 10,960	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[7]/p
556	Marlowe	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[8]/a
557	Studio - 2 Beds, $2,053 - 5,721	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[8]/p
558	Coeval	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[9]/a
559	Studio - 2 Beds, $1,830 - 5,045	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[9]/p
560	The Bernardin	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[10]/a
561	Studio - 2 Beds, $3,132 - 3,856	/html/body/div[1]/main/section/section[2]/section/section/section/section[9]/div/ol/li[10]/p
562	Living in Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/h3
563	Transportation	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/div[1]/h4
564	History	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/div[2]/h4
565	Shopping	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/div[3]/h4
566	Parks	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/div[4]/h4
567	Restaurants	/html/body/div[1]/main/section/section[2]/section/section/section/section[10]/div/div[5]/h4
568	Nearby	/html/body/div[1]/main/section/section[2]/section/section/section/section[11]/h3
569	Searching for student living options?	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[1]/h4
570	All Universities	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[1]/a/span
571	Pricing Type	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/a/span/span[1]
572	Pricing Per-Person	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[1]/label/span[1]
573	(323)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[1]/label/span[2]
574	Pricing Per-Room	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[2]/label/span[1]
575	(0)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[2]/label/span[2]
576	Pricing Per-Unit	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[3]/label/span[1]
577	(19523)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[2]/div/fieldset[3]/label/span[2]
578	Amenities	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/a/span/span[1]
579	Individual Locking Bedrooms	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[1]/label/span[1]
580	(951)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[1]/label/span[2]
581	Private Bathroom	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[2]/label/span[1]
582	(944)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[2]/label/span[2]
583	Roommate Matching	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[3]/label/span[1]
584	(271)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[3]/label/span[2]
585	Shuttle to Campus	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[4]/label/span[1]
586	(83)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[4]/label/span[2]
587	Study Lounge	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[5]/label/span[1]
588	(774)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[5]/label/span[2]
589	Walk to Campus	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[6]/label/span[1]
590	(423)	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[3]/div/fieldset[6]/label/span[2]
591	Clear	/html/body/div[1]/main/section/div[1]/section[1]/div[1]/div[2]/div[4]/a/span
592	Draw	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[1]/button/span/span
593	Travel Time	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[2]/button/span/span
594	Nearby	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[3]/div/a/span[1]/span
595	Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[3]/div/div/button[1]/span
596	Neighborhoods	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[3]/div/div/button[2]/span/span
597	Transit	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[3]/div/div/button[3]/span/span
598	Restaurants	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[3]/div/div/button[4]/span/span
599	Campuses	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[3]/div/div/button[5]/span/span
600	Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[1]/div[4]/button/span/span
601	Nearby	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/a/span[1]/span
602	Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[1]/span
603	Neighborhoods	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[2]/span/span
604	Transit	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[3]/span/span
605	Restaurants	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[4]/span/span
606	Campuses	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[1]/div/div/button[5]/span/span
607	New	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/button[1]/span/span[1]
608	Area Guide	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/button[2]/span[2]
609	Favorites	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[5]/div/div/button[1]/span[1]
610	Alerts	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[2]/div/span[5]/div/div/button[2]/span[1]
611	24,237 Apartments Available	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[3]/div[1]/h3
612	Options	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[3]/div[2]/button/span
613	New! Apply to multiple properties within minutes.	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[4]/p[1]
614	Find out how	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[4]/p[2]/a
615	Erase	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[7]/div[1]/button/span
616	Remove Outline	/html/body/div[1]/main/section/div[1]/section[1]/div[2]/div[7]/div[2]/button
617	Elevate	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/header/div[1]/a/div[1]/span
618	930 W Altgeld St, Chicago, IL 60614	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/header/div[1]/a/div[2]
619	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
620	44	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
621	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
622	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
623	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
624	$2,385 - 14,315	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[1]/a/p[1]
625	Studio - 3 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[1]/a/p[2]
626	Dog & Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[1]
627	Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[2]
628	Pool	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[3]
629	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[4]
630	Clubhouse	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[5]
631	Balcony	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[6]
632	Maintenance on site	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[7]
633	Grill	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/a/p/span[8]
634	(847) 440-3110	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[2]/a/span
635	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[1]/article/section/div/div[2]/div/div[2]/div/button
636	The Residences at NewCity	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/header/div[1]/a/div[1]/span
637	1457 N Halsted St, Chicago, IL 60642	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/header/div[1]/a/div[2]
638	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
639	42	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
640	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
641	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
642	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
643	$2,484 - 5,208	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[1]/a/p[1]
644	Studio - 2 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[1]/a/p[2]
645	Specials	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[1]/a/p[3]/span
646	Dog & Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[1]
647	Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[2]
648	Pool	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[3]
649	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[4]
650	Refrigerator	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[5]
651	Kitchen	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[6]
652	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[7]
653	Walk-In Closets	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/a/p/span[8]
654	(844) 295-8794	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[2]/a/span
655	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[2]/article/section/div/div[2]/div/div[2]/div/button
656	Regents Park	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/header/div[1]/a/div[1]/span
657	5035 S East End Ave, Chicago, IL 60615	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/header/div[1]/a/div[2]
658	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
659	57	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
660	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
661	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
662	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
663	$1,700 - 6,260	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[1]/a/p[1]
664	Studio - 4 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[1]/a/p[2]
665	Dog & Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[1]
666	Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[2]
667	Pool	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[3]
668	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[4]
669	Kitchen	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[5]
670	Walk-In Closets	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[6]
671	Range	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[7]
672	Microwave	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/a/p/span[8]
673	(224) 203-2815	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[2]/a/span
674	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[3]/article/section/div/div[2]/div/div[2]/div/button
675	The Pavilion	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/header/div[1]/a/div[1]/span
676	5441 NE NEast River Rd, Chicago, IL 60656	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/header/div[1]/a/div[2]
677	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
678	36	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
679	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[4]/button/span
680	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li/a
681	$1,075 - 3,020	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[1]/a/p[1]
682	Studio - 4 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[1]/a/p[2]
683	Dog & Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[1]
684	Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[2]
685	Pool	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[3]
686	Refrigerator	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[4]
687	Walk-In Closets	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[5]
688	Balcony	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[6]
689	Range	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[7]
690	Heat	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[8]
691	Business Center	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/a/p/span[9]
692	(866) 794-5357	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[2]/a/span
693	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[4]/article/section/div/div[2]/div/div[2]/div/button
694	Aurelien	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/header/div[1]/a/div[1]/span
695	833 N Clark St, Chicago, IL 60610	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/header/div[1]/a/div[2]
696	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
697	104	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
698	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
699	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
700	Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
701	$2,097 - 24,218	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[1]/a/p[1]
702	Studio - 3 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[1]/a/p[2]
703	Dog & Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[1]
704	Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[2]
705	Pool	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[3]
706	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[4]
707	Refrigerator	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[5]
708	Kitchen	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[6]
709	In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[7]
710	Walk-In Closets	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/a/p/span[8]
711	(844) 489-9630	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[2]/a/span
712	Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[5]/article/section/div/div[2]/div/div[2]/div/button
713	Triangle Square	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/header/div[1]/a/div[1]/span
714	2155 N Elston Ave, Chicago, IL 60614	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/header/div[1]/a/div[2]
715	1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
716	121	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
717	3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
718	Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[6]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
